,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Date,Team
2918,Pape Matar Sarr,29.0,sn SEN,RM,22-022,12,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,4,8,50.0,1,4,1,0,0,2024-10-6,Tottenham Hotspur
2919,Brennan Johnson,22.0,wls WAL,RW,23-136,90,1,0,0,0,3,1,0,0,33,3,0,0,0.6,0.6,0.1,2,0,17,22,77.3,5,21,1,1,1,2024-10-6,Tottenham Hotspur
2920,James Maddison,10.0,eng ENG,LM,27-318,84,1,0,0,0,3,1,0,0,46,1,0,1,0.3,0.3,0.0,4,1,29,37,78.4,5,29,1,2,1,2024-10-6,Tottenham Hotspur
2921,Mikey Moore,47.0,eng ENG,LW,17-056,6,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,4,2,1,1,2024-10-6,Tottenham Hotspur
2922,Rodrigo Bentancur,30.0,uy URU,CM,27-103,78,0,0,0,0,0,0,0,0,55,2,2,1,0.0,0.0,0.0,1,0,39,46,84.8,3,38,0,1,0,2024-10-6,Tottenham Hotspur
2923,Yves Bissouma,8.0,ml MLI,CM,28-037,12,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,1,0,8,10,80.0,0,8,0,0,0,2024-10-6,Tottenham Hotspur
2924,Dejan Kulusevski,21.0,se SWE,"RM,LM,LW",24-164,90,0,0,0,0,1,0,1,0,51,1,0,2,0.0,0.0,0.1,2,0,20,32,62.5,7,36,7,7,2,2024-10-6,Tottenham Hotspur
2925,Destiny Udogie,13.0,it ITA,LB,21-313,90,0,0,0,0,1,1,1,0,67,5,1,2,0.1,0.1,0.0,1,0,48,54,88.9,6,36,2,3,2,2024-10-6,Tottenham Hotspur
2926,Micky van de Ven,37.0,nl NED,CB,23-170,90,0,0,0,0,0,0,0,0,102,1,1,0,0.0,0.0,0.0,1,0,93,97,95.9,6,72,0,3,3,2024-10-6,Tottenham Hotspur
2927,Cristian Romero,17.0,ar ARG,CB,26-162,90,0,0,0,0,2,0,0,0,108,2,1,1,0.2,0.2,0.1,3,0,94,98,95.9,2,78,1,0,0,2024-10-6,Tottenham Hotspur
2928,Pedro Porro,23.0,es ESP,RB,25-023,90,0,0,0,0,1,0,0,0,72,4,1,1,0.0,0.0,0.1,1,0,41,58,70.7,6,39,0,1,0,2024-10-6,Tottenham Hotspur
2929,Guglielmo Vicario,1.0,it ITA,GK,27-365,90,0,0,0,0,0,0,0,0,62,0,0,0,0.0,0.0,0.0,0,0,58,60,96.7,0,47,0,0,0,2024-10-6,Tottenham Hotspur
2930,14 Players,,,,,990,2,2,0,0,13,3,2,0,676,20,7,10,1.3,1.3,1.0,20,4,485,571,84.9,51,452,25,24,14,2024-10-6,Tottenham Hotspur
2931,Dominic Solanke,19.0,eng ENG,FW,27-057,90,0,0,0,0,4,2,0,0,39,0,0,2,0.4,0.4,0.0,0,0,17,23,73.9,2,22,1,6,3,2024-11-10,Tottenham Hotspur
2932,Son Heung-min,7.0,kr KOR,"LW,AM",32-125,90,0,0,0,0,4,2,0,0,57,0,0,1,0.1,0.1,0.7,7,0,35,43,81.4,8,43,4,5,3,2024-11-10,Tottenham Hotspur
2933,Brennan Johnson,22.0,wls WAL,RW,23-171,83,0,0,0,0,3,0,0,0,30,0,0,1,0.6,0.6,0.0,1,0,16,25,64.0,1,22,1,0,0,2024-11-10,Tottenham Hotspur
2934,James Maddison,10.0,eng ENG,DM,27-353,7,0,0,0,0,0,0,0,0,14,2,0,1,0.0,0.0,0.0,0,0,8,10,80.0,2,8,0,0,0,2024-11-10,Tottenham Hotspur
2935,Pape Matar Sarr,29.0,sn SEN,LM,22-057,65,0,0,0,0,0,0,0,0,60,0,4,0,0.0,0.0,0.0,1,0,47,53,88.7,8,35,1,4,2,2024-11-10,Tottenham Hotspur
2936,Timo Werner,16.0,de GER,"LM,LW",28-249,25,0,0,0,0,2,0,0,0,19,0,0,0,0.2,0.2,0.0,1,0,9,17,52.9,2,15,5,0,0,2024-11-10,Tottenham Hotspur
2937,Rodrigo Bentancur,30.0,uy URU,CM,27-138,83,1,0,0,0,3,1,1,0,69,7,3,0,0.2,0.2,0.0,1,0,46,54,85.2,7,43,1,2,1,2024-11-10,Tottenham Hotspur
2938,Yves Bissouma,8.0,ml MLI,DM,28-072,7,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,9,10,90.0,2,9,2,0,0,2024-11-10,Tottenham Hotspur
2939,Dejan Kulusevski,21.0,se SWE,"RM,RW",24-199,90,0,0,0,0,0,0,0,0,55,1,0,0,0.0,0.0,0.1,5,0,30,47,63.8,3,36,3,2,1,2024-11-10,Tottenham Hotspur
2940,Destiny Udogie,13.0,it ITA,LB,21-348,90,0,0,0,0,0,0,0,0,61,1,2,4,0.0,0.0,0.1,3,0,47,52,90.4,9,33,2,0,0,2024-11-10,Tottenham Hotspur
2941,Radu Drăgușin,6.0,ro ROU,CB,22-281,90,0,0,0,0,0,0,0,0,93,0,1,1,0.0,0.0,0.0,0,0,73,83,88.0,5,54,2,0,0,2024-11-10,Tottenham Hotspur
2942,Cristian Romero,17.0,ar ARG,CB,26-197,90,0,0,0,0,1,0,0,0,90,0,0,0,0.1,0.1,0.1,2,0,72,84,85.7,6,63,3,0,0,2024-11-10,Tottenham Hotspur
2943,Pedro Porro,23.0,es ESP,RB,25-058,90,0,1,0,0,0,0,0,0,93,2,2,1,0.0,0.0,0.2,9,2,63,86,73.3,5,55,7,3,1,2024-11-10,Tottenham Hotspur
2944,Guglielmo Vicario,1.0,it ITA,GK,28-034,90,0,0,0,0,0,0,0,0,24,0,1,0,0.0,0.0,0.0,1,0,22,22,100.0,0,14,0,0,0,2024-11-10,Tottenham Hotspur
2945,14 Players,,,,,990,1,1,0,0,17,5,1,0,714,13,13,11,1.6,1.6,1.3,31,2,494,609,81.1,60,452,32,22,11,2024-11-10,Tottenham Hotspur
2946,Dominic Solanke,19.0,eng ENG,FW,27-092,81,0,0,0,0,1,0,0,0,13,0,0,0,0.3,0.3,0.0,1,1,5,7,71.4,0,5,0,0,0,2024-12-15,Tottenham Hotspur
2947,Will Lankshear,42.0,eng ENG,FW,19-239,9,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,2,0,0,0,2024-12-15,Tottenham Hotspur
2948,Son Heung-min,7.0,kr KOR,LW,32-160,45,1,2,0,0,7,4,0,0,28,0,0,0,0.4,0.4,0.7,4,2,16,20,80.0,2,23,3,1,0,2024-12-15,Tottenham Hotspur
2949,Brennan Johnson,22.0,wls WAL,"LW,RW",23-206,45,0,0,0,0,1,0,1,0,19,2,1,0,0.4,0.4,0.0,0,0,11,15,73.3,0,9,2,0,0,2024-12-15,Tottenham Hotspur
2950,Dejan Kulusevski,21.0,se SWE,"RW,AM",24-234,90,1,0,0,0,3,1,0,0,50,1,0,1,0.4,0.4,0.1,7,0,29,37,78.4,4,34,4,7,3,2024-12-15,Tottenham Hotspur
2951,James Maddison,10.0,eng ENG,AM,28-022,76,2,0,0,0,3,2,1,0,56,1,0,0,0.6,0.6,0.1,6,2,41,52,78.8,3,48,3,3,3,2024-12-15,Tottenham Hotspur
2952,Timo Werner,16.0,de GER,LW,28-284,14,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.4,1,0,6,8,75.0,0,6,3,0,0,2024-12-15,Tottenham Hotspur
2953,Lucas Bergvall,15.0,se SWE,DM,18-317,90,0,0,0,0,0,0,1,0,61,1,3,0,0.0,0.0,0.0,1,0,48,49,98.0,3,40,0,4,2,2024-12-15,Tottenham Hotspur
2954,Pape Matar Sarr,29.0,sn SEN,DM,22-092,90,1,0,0,0,2,2,0,0,87,3,4,2,0.3,0.3,0.1,5,1,73,76,96.1,5,63,2,2,2,2024-12-15,Tottenham Hotspur
2955,Destiny Udogie,13.0,it ITA,LB,22-017,27,0,0,0,0,0,0,0,0,13,1,1,0,0.0,0.0,0.0,0,0,9,10,90.0,1,7,2,1,1,2024-12-15,Tottenham Hotspur
2956,Pedro Porro,23.0,es ESP,RB,25-093,63,0,0,0,0,0,0,0,0,62,0,1,1,0.0,0.0,0.0,2,0,48,58,82.8,3,44,0,0,0,2024-12-15,Tottenham Hotspur
2957,Archie Gray,14.0,eng ENG,"CB,LB",18-278,90,0,0,0,0,0,0,0,0,100,1,1,2,0.0,0.0,0.0,0,0,92,96,95.8,4,85,0,0,0,2024-12-15,Tottenham Hotspur
2958,Radu Drăgușin,6.0,ro ROU,CB,22-316,90,0,0,0,0,0,0,0,0,89,1,4,0,0.0,0.0,0.0,0,0,76,83,91.6,2,73,0,0,0,2024-12-15,Tottenham Hotspur
2959,Djed Spence,24.0,eng ENG,"LB,RB",24-128,76,0,1,0,0,1,0,0,0,80,3,1,0,0.1,0.1,0.5,5,3,64,67,95.5,9,52,5,4,2,2024-12-15,Tottenham Hotspur
2960,Alfie Dorrington,48.0,eng ENG,CB,19-239,14,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,15,16,93.8,0,12,0,0,0,2024-12-15,Tottenham Hotspur
2961,Fraser Forster,20.0,eng ENG,GK,36-273,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,33,37,89.2,0,29,0,0,0,2024-12-15,Tottenham Hotspur
2962,16 Players,,,,,990,5,3,0,0,18,9,3,0,724,14,16,6,2.4,2.4,1.9,32,9,566,632,89.6,36,532,24,22,13,2024-12-15,Tottenham Hotspur
2963,Dominic Solanke,19.0,eng ENG,FW,27-103,90,0,0,0,0,3,0,0,0,43,2,0,0,0.1,0.1,0.0,2,0,17,25,68.0,4,28,3,2,0,2024-12-26,Tottenham Hotspur
2964,Son Heung-min,7.0,kr KOR,LW,32-171,80,0,0,0,0,2,1,0,0,49,0,1,0,0.2,0.2,0.1,4,0,35,42,83.3,3,33,5,4,2,2024-12-26,Tottenham Hotspur
2965,Timo Werner,16.0,de GER,LW,28-295,10,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,8,10,80.0,0,10,0,1,1,2024-12-26,Tottenham Hotspur
2966,Brennan Johnson,22.0,wls WAL,RW,23-217,90,0,0,0,0,3,3,0,0,52,0,0,0,0.4,0.4,0.0,2,0,34,42,81.0,9,37,2,4,2,2024-12-26,Tottenham Hotspur
2967,Dejan Kulusevski,21.0,se SWE,AM,24-245,90,0,0,0,0,1,0,0,0,68,0,1,2,0.0,0.0,0.2,6,0,34,49,69.4,8,45,5,7,2,2024-12-26,Tottenham Hotspur
2968,Pape Matar Sarr,29.0,sn SEN,DM,22-103,63,0,0,0,0,1,0,0,0,61,2,1,0,0.1,0.1,0.0,1,0,49,53,92.5,1,43,3,1,1,2024-12-26,Tottenham Hotspur
2969,James Maddison,10.0,eng ENG,DM,28-033,27,0,0,0,0,2,0,1,0,32,0,0,0,0.1,0.1,0.0,0,0,20,27,74.1,6,27,2,1,0,2024-12-26,Tottenham Hotspur
2970,Rodrigo Bentancur,30.0,uy URU,DM,27-184,63,0,0,0,0,0,0,0,0,53,1,0,0,0.0,0.0,0.1,1,0,41,48,85.4,4,27,1,0,0,2024-12-26,Tottenham Hotspur
2971,Lucas Bergvall,15.0,se SWE,DM,18-328,27,0,0,0,0,0,0,0,0,30,2,1,1,0.0,0.0,0.0,0,0,24,26,92.3,2,22,0,0,0,2024-12-26,Tottenham Hotspur
2972,Destiny Udogie,13.0,it ITA,LB,22-028,80,0,0,0,0,0,0,0,0,69,1,1,1,0.0,0.0,0.0,1,0,59,61,96.7,7,47,3,0,0,2024-12-26,Tottenham Hotspur
2973,Pedro Porro,23.0,es ESP,RB,25-104,10,0,0,0,0,0,0,0,0,14,0,0,1,0.0,0.0,0.0,2,0,8,13,61.5,2,7,0,0,0,2024-12-26,Tottenham Hotspur
2974,Archie Gray,14.0,eng ENG,CB,18-289,90,0,0,0,0,0,0,0,0,77,0,0,0,0.0,0.0,0.0,0,0,71,75,94.7,1,67,0,0,0,2024-12-26,Tottenham Hotspur
2975,Radu Drăgușin,6.0,ro ROU,CB,22-327,86,0,0,0,0,0,0,1,0,88,0,2,1,0.0,0.0,0.0,1,0,70,81,86.4,7,60,3,0,0,2024-12-26,Tottenham Hotspur
2976,Yves Bissouma,8.0,ml MLI,CB,28-118,4,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,10,10,100.0,2,8,0,0,0,2024-12-26,Tottenham Hotspur
2977,Djed Spence,24.0,eng ENG,"RB,LB",24-139,89,0,0,0,0,1,0,2,1,85,3,0,0,0.0,0.0,0.3,2,0,65,77,84.4,6,47,0,2,2,2024-12-26,Tottenham Hotspur
2978,Fraser Forster,20.0,eng ENG,GK,36-284,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,22,23,95.7,0,12,0,0,0,2024-12-26,Tottenham Hotspur
2979,16 Players,,,,,989,0,0,0,0,13,4,4,1,768,11,7,6,0.9,0.9,0.8,22,0,567,662,85.6,62,520,27,22,10,2024-12-26,Tottenham Hotspur
2980,Dominic Solanke,19.0,eng ENG,FW,27-035,80,0,0,0,0,1,0,0,0,25,2,0,0,0.1,0.1,0.1,2,1,9,12,75.0,2,13,1,7,2,2024-10-19,Tottenham Hotspur
2981,Richarlison,9.0,br BRA,FW,27-162,10,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,1,0,2,4,50.0,2,5,0,0,0,2024-10-19,Tottenham Hotspur
2982,Son Heung-min,7.0,kr KOR,LW,32-103,70,1,0,0,0,5,2,0,0,42,0,0,0,0.4,0.4,0.1,5,1,26,34,76.5,8,28,4,2,1,2024-10-19,Tottenham Hotspur
2983,Timo Werner,16.0,de GER,LW,28-227,20,0,0,0,0,1,1,0,0,9,0,0,1,0.0,0.0,0.0,0,0,2,5,40.0,0,5,0,0,0,2024-10-19,Tottenham Hotspur
2984,Brennan Johnson,22.0,wls WAL,RW,23-149,90,0,0,0,0,5,1,0,0,30,1,0,0,0.9,0.9,0.0,3,0,15,18,83.3,2,20,1,4,0,2024-10-19,Tottenham Hotspur
2985,James Maddison,10.0,eng ENG,LM,27-331,45,0,1,0,0,0,0,0,0,48,0,1,0,0.0,0.0,0.5,6,1,34,42,81.0,5,33,1,3,1,2024-10-19,Tottenham Hotspur
2986,Pape Matar Sarr,29.0,sn SEN,LM,22-035,45,0,1,0,0,0,0,0,0,27,2,0,2,0.0,0.0,0.1,1,1,19,19,100.0,4,17,0,0,0,2024-10-19,Tottenham Hotspur
2987,Yves Bissouma,8.0,ml MLI,CM,28-050,80,1,0,0,0,1,1,0,0,54,5,0,0,0.2,0.2,0.0,1,0,37,40,92.5,7,30,0,0,0,2024-10-19,Tottenham Hotspur
2988,Rodrigo Bentancur,30.0,uy URU,CM,27-116,10,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,12,12,100.0,2,10,0,0,0,2024-10-19,Tottenham Hotspur
2989,Dejan Kulusevski,21.0,se SWE,RM,24-177,90,1,0,0,0,4,1,0,0,52,3,0,0,0.2,0.2,0.1,9,0,29,36,80.6,6,42,4,6,2,2024-10-19,Tottenham Hotspur
2990,Destiny Udogie,13.0,it ITA,LB,21-326,87,0,1,0,0,1,0,0,0,52,3,1,2,0.1,0.1,0.7,3,1,36,41,87.8,5,30,0,2,0,2024-10-19,Tottenham Hotspur
2991,Archie Gray,14.0,eng ENG,LB,18-221,3,0,0,0,0,0,0,0,0,16,0,0,1,0.0,0.0,0.0,0,0,11,13,84.6,1,12,0,2,1,2024-10-19,Tottenham Hotspur
2992,Micky van de Ven,37.0,nl NED,CB,23-183,90,0,0,0,0,0,0,1,0,75,2,1,2,0.0,0.0,0.0,1,0,61,67,91.0,8,55,4,0,0,2024-10-19,Tottenham Hotspur
2993,Cristian Romero,17.0,ar ARG,CB,26-175,90,0,0,0,0,0,0,0,0,85,4,0,0,0.0,0.0,0.0,0,0,68,80,85.0,4,59,3,0,0,2024-10-19,Tottenham Hotspur
2994,Pedro Porro,23.0,es ESP,RB,25-036,90,0,0,0,0,4,1,0,0,80,2,2,1,0.1,0.1,0.1,5,0,50,69,72.5,6,49,4,0,0,2024-10-19,Tottenham Hotspur
2995,Guglielmo Vicario,1.0,it ITA,GK,28-012,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,32,35,91.4,0,25,0,0,0,2024-10-19,Tottenham Hotspur
2996,16 Players,,,,,990,3,3,0,0,22,7,1,0,650,25,5,9,1.9,1.9,1.7,37,5,443,527,84.1,62,433,22,26,7,2024-10-19,Tottenham Hotspur
2997,Dominic Solanke,19.0,eng ENG,FW,27-082,90,0,0,0,0,3,0,0,0,29,1,0,0,0.2,0.2,0.1,2,0,12,16,75.0,4,25,3,1,1,2024-12-5,Tottenham Hotspur
2998,Brennan Johnson,22.0,wls WAL,"LW,RM,FW",23-196,90,0,0,0,0,0,0,0,0,43,1,0,0,0.0,0.0,0.0,3,0,28,39,71.8,4,34,1,2,2,2024-12-5,Tottenham Hotspur
2999,Dejan Kulusevski,21.0,se SWE,"RW,CM,RM",24-224,90,0,0,0,0,3,2,0,0,77,2,0,0,0.1,0.1,0.0,6,0,36,53,67.9,6,57,14,3,0,2024-12-5,Tottenham Hotspur
3000,James Maddison,10.0,eng ENG,"LM,CM",28-012,79,0,0,0,0,1,0,0,0,65,1,1,1,0.4,0.4,0.2,3,0,40,53,75.5,8,46,1,4,0,2024-12-5,Tottenham Hotspur
3001,Timo Werner,16.0,de GER,LM,28-274,11,0,0,0,0,1,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,2,5,40.0,1,6,2,0,0,2024-12-5,Tottenham Hotspur
3002,Yves Bissouma,8.0,ml MLI,"CM,DM",28-097,79,0,0,0,0,1,0,1,0,74,5,1,0,0.0,0.0,0.0,3,0,49,62,79.0,11,49,3,2,1,2024-12-5,Tottenham Hotspur
3003,Lucas Bergvall,15.0,se SWE,DM,18-307,11,0,0,0,0,0,0,0,0,14,0,1,1,0.0,0.0,0.0,1,0,10,11,90.9,3,12,2,0,0,2024-12-5,Tottenham Hotspur
3004,Pape Matar Sarr,29.0,sn SEN,RM,22-082,56,0,0,0,0,0,0,0,0,43,2,2,0,0.0,0.0,0.0,1,0,26,31,83.9,3,23,0,0,0,2024-12-5,Tottenham Hotspur
3005,Son Heung-min,7.0,kr KOR,"LM,CM",32-150,34,0,0,0,0,1,0,0,0,16,1,0,0,0.0,0.0,0.4,1,0,8,9,88.9,1,9,1,2,1,2024-12-5,Tottenham Hotspur
3006,Destiny Udogie,13.0,it ITA,LB,22-007,90,0,0,0,0,0,0,0,0,70,6,1,1,0.0,0.0,0.0,1,0,54,60,90.0,6,35,2,2,2,2024-12-5,Tottenham Hotspur
3007,Ben Davies,33.0,wls WAL,CB,31-225,61,0,0,0,0,0,0,1,0,38,0,0,1,0.0,0.0,0.0,0,0,30,33,90.9,4,27,1,0,0,2024-12-5,Tottenham Hotspur
3008,Pedro Porro,23.0,es ESP,RB,25-083,29,0,0,0,0,1,1,0,0,25,0,1,1,0.1,0.1,0.0,0,0,11,17,64.7,0,11,0,0,0,2024-12-5,Tottenham Hotspur
3009,Radu Drăgușin,6.0,ro ROU,CB,22-306,90,0,0,0,0,0,0,0,0,69,2,1,1,0.0,0.0,0.0,0,0,48,60,80.0,5,46,0,0,0,2024-12-5,Tottenham Hotspur
3010,Archie Gray,14.0,eng ENG,"RB,CB",18-268,90,0,0,0,0,1,1,0,0,70,3,1,2,0.0,0.0,0.0,1,0,45,57,78.9,3,40,1,3,2,2024-12-5,Tottenham Hotspur
3011,Fraser Forster,20.0,eng ENG,GK,36-263,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,29,32,90.6,0,13,0,1,1,2024-12-5,Tottenham Hotspur
3012,15 Players,,,,,990,0,0,0,0,12,4,2,0,679,24,9,8,0.9,0.9,0.7,22,0,428,538,79.6,59,433,31,20,10,2024-12-5,Tottenham Hotspur
3013,Son Heung-min,7.0,kr KOR,"FW,LW",32-047,90,2,0,0,0,3,3,0,0,46,0,0,0,1.1,1.1,0.2,4,0,27,35,77.1,4,28,1,4,1,2024-8-24,Tottenham Hotspur
3014,Wilson Odobert,28.0,fr FRA,LW,19-270,66,0,0,0,0,1,0,0,0,53,3,0,0,0.0,0.0,0.0,1,0,32,39,82.1,5,39,7,6,2,2024-8-24,Tottenham Hotspur
3015,Richarlison,9.0,br BRA,FW,27-106,24,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,6,8,75.0,1,6,1,1,1,2024-8-24,Tottenham Hotspur
3016,Brennan Johnson,22.0,wls WAL,RW,23-093,90,0,0,0,0,1,0,0,0,29,2,0,0,0.2,0.2,0.0,0,0,15,22,68.2,1,20,3,3,0,2024-8-24,Tottenham Hotspur
3017,James Maddison,10.0,eng ENG,LM,27-275,78,0,1,0,0,3,1,0,0,80,1,0,2,0.4,0.4,0.4,2,1,57,68,83.8,10,56,1,2,0,2024-8-24,Tottenham Hotspur
3018,Lucas Bergvall,15.0,se SWE,LM,18-204,12,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,3,5,60.0,0,6,0,0,0,2024-8-24,Tottenham Hotspur
3019,Yves Bissouma,8.0,ml MLI,CM,27-360,72,1,0,0,0,1,1,0,0,86,2,1,0,0.1,0.1,0.0,2,0,74,80,92.5,6,62,1,0,0,2024-8-24,Tottenham Hotspur
3020,Archie Gray,14.0,eng ENG,CM,18-165,18,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,14,15,93.3,0,11,0,1,0,2024-8-24,Tottenham Hotspur
3021,Dejan Kulusevski,21.0,se SWE,RM,24-121,66,0,1,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.2,6,2,20,23,87.0,3,15,4,4,2,2024-8-24,Tottenham Hotspur
3022,Pape Matar Sarr,29.0,sn SEN,RM,21-345,24,0,0,0,0,0,0,0,0,18,2,0,1,0.0,0.0,0.0,0,0,10,12,83.3,0,12,1,1,0,2024-8-24,Tottenham Hotspur
3023,Destiny Udogie,13.0,it ITA,LB,21-270,72,0,0,0,0,0,0,0,0,54,1,0,0,0.0,0.0,0.0,0,0,47,51,92.2,4,31,2,1,1,2024-8-24,Tottenham Hotspur
3024,Djed Spence,24.0,eng ENG,LB,24-015,18,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,0,0,7,8,87.5,0,7,0,0,0,2024-8-24,Tottenham Hotspur
3025,Micky van de Ven,37.0,nl NED,CB,23-127,90,0,1,0,0,0,0,0,0,73,0,2,1,0.0,0.0,0.3,1,1,65,70,92.9,7,53,0,0,0,2024-8-24,Tottenham Hotspur
3026,Cristian Romero,17.0,ar ARG,CB,26-119,90,1,0,0,0,3,2,0,0,115,6,0,2,0.5,0.5,0.2,2,0,91,98,92.9,5,81,0,0,0,2024-8-24,Tottenham Hotspur
3027,Pedro Porro,23.0,es ESP,RB,24-346,90,0,0,0,0,1,0,0,0,94,3,1,4,0.0,0.0,0.0,3,0,61,79,77.2,6,57,1,1,0,2024-8-24,Tottenham Hotspur
3028,Guglielmo Vicario,1.0,it ITA,GK,27-322,90,0,0,0,0,0,0,0,0,46,0,0,0,0.0,0.0,0.0,0,0,45,45,100.0,0,41,0,0,0,2024-8-24,Tottenham Hotspur
3029,16 Players,,,,,990,4,3,0,0,13,7,0,0,765,22,4,10,2.4,2.4,1.4,21,4,574,658,87.2,52,525,22,24,7,2024-8-24,Tottenham Hotspur
3030,Dominic Solanke,19.0,eng ENG,FW,27-050,90,2,0,0,0,5,3,0,0,17,2,0,1,1.5,1.5,0.0,1,1,3,5,60.0,0,10,0,0,0,2024-11-3,Tottenham Hotspur
3031,Son Heung-min,7.0,kr KOR,LW,32-118,55,0,1,0,0,0,0,0,0,37,2,0,0,0.0,0.0,0.6,8,1,24,29,82.8,3,25,6,9,2,2024-11-3,Tottenham Hotspur
3032,Richarlison,9.0,br BRA,LW,27-177,26,0,1,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.8,2,1,7,10,70.0,0,9,3,3,0,2024-11-3,Tottenham Hotspur
3033,James Maddison,10.0,eng ENG,RM,27-346,9,1,0,0,0,1,1,0,0,6,0,0,0,0.1,0.1,0.0,1,1,5,5,100.0,1,2,0,0,0,2024-11-3,Tottenham Hotspur
3034,Brennan Johnson,22.0,wls WAL,RW,23-164,90,1,0,0,0,1,1,0,0,36,1,1,4,0.6,0.6,0.0,0,0,12,22,54.5,1,14,1,3,1,2024-11-3,Tottenham Hotspur
3035,Pape Matar Sarr,29.0,sn SEN,LM,22-050,90,0,0,0,0,4,1,0,0,76,0,2,1,0.1,0.1,0.0,5,2,60,65,92.3,8,51,4,1,0,2024-11-3,Tottenham Hotspur
3036,Rodrigo Bentancur,30.0,uy URU,CM,27-131,55,0,0,0,0,3,0,0,0,48,3,2,1,0.1,0.1,0.0,3,0,31,35,88.6,4,19,0,0,0,2024-11-3,Tottenham Hotspur
3037,Yves Bissouma,8.0,ml MLI,CM,28-065,35,0,0,0,0,0,0,0,0,29,1,1,0,0.0,0.0,0.0,0,0,23,23,100.0,2,10,1,0,0,2024-11-3,Tottenham Hotspur
3038,Dejan Kulusevski,21.0,se SWE,"RM,LW",24-192,90,0,1,0,0,0,0,0,0,36,3,1,3,0.0,0.0,0.7,3,1,12,23,52.2,5,14,3,3,1,2024-11-3,Tottenham Hotspur
3039,Destiny Udogie,13.0,it ITA,LB,21-341,81,0,0,0,0,0,0,0,0,42,2,2,1,0.0,0.0,0.1,3,1,32,34,94.1,5,19,2,0,0,2024-11-3,Tottenham Hotspur
3040,Archie Gray,14.0,eng ENG,LB,18-236,9,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,3,0,0,0,2024-11-3,Tottenham Hotspur
3041,Radu Drăgușin,6.0,ro ROU,CB,22-274,90,0,0,0,0,0,0,0,0,65,0,1,1,0.0,0.0,0.0,0,0,53,59,89.8,7,38,1,0,0,2024-11-3,Tottenham Hotspur
3042,Cristian Romero,17.0,ar ARG,CB,26-190,60,0,0,0,0,0,0,1,0,44,1,4,0,0.0,0.0,0.0,2,0,38,40,95.0,5,28,0,1,1,2024-11-3,Tottenham Hotspur
3043,Ben Davies,33.0,wls WAL,CB,31-193,30,0,0,0,0,0,0,0,0,18,1,1,0,0.0,0.0,0.0,0,0,13,13,100.0,0,4,0,0,0,2024-11-3,Tottenham Hotspur
3044,Pedro Porro,23.0,es ESP,RB,25-051,90,0,0,0,0,2,0,1,0,67,1,1,1,0.0,0.0,0.0,2,0,35,51,68.6,4,24,2,0,0,2024-11-3,Tottenham Hotspur
3045,Guglielmo Vicario,1.0,it ITA,GK,28-027,90,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0,18,18,100.0,0,11,0,0,0,2024-11-3,Tottenham Hotspur
3046,16 Players,,,,,990,4,3,0,0,16,6,2,0,560,17,16,13,2.4,2.4,2.2,30,8,369,435,84.8,45,281,23,20,5,2024-11-3,Tottenham Hotspur
3047,Dejan Kulusevski,21.0,se SWE,"RM,FW",24-129,90,0,0,0,0,2,0,0,0,57,0,2,2,0.1,0.1,0.1,7,0,31,41,75.6,3,25,8,4,1,2024-9-1,Tottenham Hotspur
